step byteswritten deletes hits images imagesizes inserts merges pkgs realsize reqsize size upkgs usize
279 11808913241835 28 23 24 71888631235 52 205 27034 49422685199 31738198161 1410461163765 6043 389907401761
280 11808913241835 30 24 22 71888631235 52 205 25122 91157590564 44299314383 1320403079932 5878 378353989463
281 11831925400730 30 24 22 71888631235 52 206 25373 23012158895 19031157656 1334097409601 5893 379029322254
282 11868824531952 30 24 22 71888631235 52 207 25582 36899131222 25921169957 1347984381928 5911 381842178812
283 11868824531952 30 25 22 71888631235 52 207 25582 94625102004 25565410255 1347984381928 5911 381842178812
284 11925262065016 30 25 22 71888631235 52 208 25775 56437533064 28969926681 1354999229793 5933 384174591374
285 11968746565093 30 25 22 71888631235 52 209 25935 43484500077 19216564801 1361584598648 5940 384922507973
286 12030574964281 30 25 22 71888631235 52 210 26068 61828399188 35870231900 1379928497759 5957 385852105353
287 12081664613912 30 25 22 71888631235 52 211 26277 51089649631 30402519428 1391012592540 5980 388268243864
288 12140793598054 30 25 22 71888631235 52 212 26309 59128984142 20502422570 1393704043618 5986 388777217229
289 12154884585779 30 25 23 70813224884 53 212 26599 14090987725 14090987725 1407795031343 5998 388962271844
290 12163145142438 32 25 22 69274898585 54 212 24810 8260556659 8260556659 1330676045539 5803 378061669860
291 12232611138709 32 25 22 70139610577 54 213 24971 69465996271 26928606305 1338313642622 5824 379422506985
292 12259855253087 32 25 22 70139610577 54 214 25201 27244114378 20313754886 1351466769275 5840 381181487122
293 12319759598485 32 25 22 70139610577 54 215 25411 59904345398 28600708735 1360281465042 5860 382473322131
294 12347323891783 32 25 22 70139610577 54 216 25540 27564293298 16832216941 1371531408146 5868 384358082297
295 12425305917467 32 25 22 71888631235 54 217 25757 77982025684 45294047866 1390384449688 5894 385626834475
296 12460576183014 32 25 22 71888631235 54 218 25962 35270265547 24601646950 1398410600857 5912 386738397098
297 12539678988205 32 25 22 72967815824 54 219 26196 79102805191 36768731454 1408047409777 5953 387565843384
298 12539678988205 33 26 21 72964037587 54 219 24523 7059657245 7059657245 1308671460288 5757 375493529060
299 12583771303540 33 26 21 72964037587 54 220 24649 44092315335 19921123541 1317493510076 5757 375493529060
300 12644220382275 33 26 21 72964037587 54 221 25018 60449078735 38155064168 1333850273476 5787 377527354693
301 12661450358542 33 26 22 71888631235 55 221 25352 17229976267 17229976267 1351080249743 5796 379894257928
302 12674008969956 33 26 23 70813224884 56 221 25572 12558611414 12558611414 1363638861157 5801 380003046988
303 12710318735888 33 26 23 70813224884 56 222 25745 36309765932 22553400511 1372384333791 5813 380319136627
304 12796664313718 33 26 23 70813224884 56 223 25813 86345577830 30992739218 1379627106430 5834 383627225035
305 12873332677511 33 26 23 72964037587 56 224 26046 76668363793 42678173398 1396391124825 5877 388357136985
306 12948221499918 33 26 23 72971594062 56 225 26126 74888822407 20503723634 1400466722348 5886 389208003845
307 12948221499918 34 27 22 73229521661 56 225 24567 86345577830 19216564801 1327495128286 5757 380153122498
308 12961823303181 34 27 23 72964037587 57 225 24861 13601803263 13601803263 1341096931549 5769 380821013562
309 13006219284369 34 27 23 72964037587 57 226 25032 44395981188 24717346456 1349183146805 5785 381473918268
310 13006219284369 34 28 23 72964037587 57 226 25032 97421519517 32071552200 1349183146805 5785 381473918268
311 13093042242662 34 28 23 72964037587 57 227 25261 86822958293 36674683939 1362511099363 5805 385630374186
312 13147625965052 34 28 23 72964037587 57 228 25563 54583722390 28269065099 1372698840565 5830 387448230281
313 13227339844777 34 28 23 72964037587 57 229 25645 79713879725 23171047641 1375744356497 5851 388065059690
314 13227339844777 34 29 23 72964037587 57 229 25645 54583722390 22553400511 1375744356497 5851 388065059690
315 13248883255661 34 29 23 72964037587 57 230 25908 21543410884 15361363243 1383685964118 5860 388376101194
316 13269476096448 34 29 23 72964037587 57 231 26064 20592840787 16280423466 1397219147660 5872 390854754115
317 13298203393920 34 29 23 72964037587 57 232 26221 28727297472 17430580877 1404403034248 5877 391103284542
318 13299962806253 36 29 22 71312697347 58 232 25022 1759412333 1759412333 1330421795103 5794 383243497498
319 13333510618995 36 29 22 71312697347 58 233 25317 33547812742 28603997154 1343376767058 5815 383718636899
320 13344179859811 36 29 22 71312697347 58 234 25359 10669240816 4313483976 1345785451215 5817 383742393562
321 13387147301436 36 29 22 71312697347 58 235 25554 42967441625 29351864214 1360025595368 5835 386354662072
322 13410068988580 36 29 22 71312697347 58 236 25729 22921687144 11602364310 1365717306245 5835 386354662072
323 13439172973149 36 29 22 71312697347 58 237 25944 29103984569 23652409054 1384152049998 5835 386354662072
324 13477193203177 36 29 22 71312697347 58 238 26281 38020230028 24045014808 1399250592882 5853 388354662364
325 13477193203177 36 30 22 71312697347 58 238 26281 96758664068 31311424143 1399250592882 5853 388354662364
326 13480485482889 36 30 23 67736572287 59 238 26386 3292279712 3292279712 1402542872594 5865 388529704231
327 13484055988620 37 30 23 67736572287 60 238 24945 3570505731 3570505731 1339251711045 5715 376965393273
328 13490817249558 37 30 23 67736572287 60 239 24964 6761260938 4532174940 1342442466252 5718 377214622506
329 13557257381337 37 30 23 67736572287 60 240 25228 66440131779 32404986098 1354298875641 5764 381267531766
330 13607467278378 37 30 23 67736572287 60 241 25518 50209897041 31895726320 1370960959940 5837 384258372191
331 13613333242470 37 30 24 67088352033 61 241 25632 5865964092 5865964092 1376826924032 5838 385950825523
332 13681472772118 37 30 24 67938050967 61 242 25716 68139529648 25164517648 1384517374945 5853 386822631665
333 13687444346689 37 30 25 67736572287 62 242 25889 5971574571 5971574571 1390488949516 5855 386876768124
334 13698956257990 37 30 25 67736572287 62 243 25965 11511911301 6789902107 1396029286246 5858 387046103875
335 13735519066832 37 30 25 67736572287 62 244 26167 36562808842 18983525857 1403488110519 5869 387348106192
336 13828461185505 38 30 24 67088352033 62 245 24714 92942118673 30688302178 1324143855784 5757 379183175816
337 13886846188310 38 30 24 67088352033 62 246 24968 58385002805 38327701477 1339561416964 5787 383861163998
338 13907923518102 38 30 24 67088352033 62 247 25210 21077329792 14065998218 1348080135342 5787 383861163998
339 13914983175347 38 30 25 66440131779 63 247 25342 7059657245 7059657245 1355139792587 5787 383861163998
340 13928094311863 38 30 26 62412567292 64 247 25562 13111136516 13111136516 1368250929103 5795 384099809170
341 13949581180879 38 30 26 62412567292 64 248 25744 21486869016 16349827817 1378225886818 5805 384894385704
342 13993863393464 38 30 26 62412567292 64 249 26080 44282212585 19903715610 1385945290561 5825 385619988859
343 14065402005171 38 30 26 67088352033 64 250 26363 71538611707 35001086391 1399098899463 5873 388010117326
344 14116588067930 38 30 26 67088352033 64 251 26522 51186062759 24746666555 1406002749637 5895 391404364697
345 14124382742234 39 30 26 58813097269 65 251 24877 7794674304 7794674304 1299739271222 5732 378429243986
346 14133168561311 39 30 27 51186062759 66 251 25010 8785819077 8785819077 1308525090299 5739 379221725089
347 14159981294928 39 30 27 51186062759 66 252 25143 26812733617 12525084068 1314260494124 5749 379624976505
348 14207520405930 39 30 27 51186062759 66 253 25450 47539111002 35302499432 1334986871509 5773 382959823620
349 14269557560076 39 30 27 62037154146 66 254 25897 62037154146 38549722210 1349484914653 5807 385597239551
350 14307132515698 39 30 27 62037154146 66 255 26126 37574955622 24222338660 1365573001259 5819 386515827959
351 14318543666220 39 30 28 56611608452 67 255 26356 11411150522 11411150522 1376984151781 5826 387709492041
352 14341385509163 39 30 28 56611608452 67 256 26637 22841842943 17954834720 1388414844202 5846 389826729790
353 14377775748055 39 30 28 56611608452 67 257 26847 36390238892 24554791330 1401963240151 5869 390819332417
354 14378231028333 40 30 28 56611608452 68 257 26731 455280278 455280278 1395994168876 5868 390817528570
355 14436689064694 40 30 28 60247595253 68 258 27100 58458036361 38879875557 1416877249615 5904 394761797042
356 14495465720374 41 30 27 58776655680 68 259 25794 58776655680 24342965713 1356731270249 5837 389566756085
357 14558822455696 41 30 27 62037154146 68 260 25908 63356735322 21205970367 1361629969210 5853 390178951714
358 14633745936540 41 30 27 62037154146 68 261 26090 74923480844 33721060605 1373196714732 5879 393338779243
359 14736541024389 41 30 27 62037154146 68 262 26352 102795087849 29193887708 1381366700577 5900 394244876129
360 14780754574906 41 30 27 62037154146 68 263 26551 44213550517 20728274155 1387560021066 5910 394781982118
361 14804728641441 41 30 27 62037154146 68 264 26735 23974066535 16777552545 1398422951085 5910 394781982118
362 14804728641441 41 31 27 62037154146 68 264 26735 86345577830 30992739218 1398422951085 5910 394781982118
363 14821146092404 41 31 28 60406904913 69 264 27106 16417450963 16417450963 1414840402048 5920 395424740691
364 14829645559458 42 31 27 58776655680 69 265 25500 8499467054 3587242593 1325122621293 5779 384010068135
365 14829645559458 42 32 27 58776655680 69 265 25500 36390238892 24554791330 1325122621293 5779 384010068135
366 14908048994485 42 32 27 58776655680 69 266 25672 78403435027 32028642968 1335386526672 5815 387631381383
367 14921491762805 42 32 27 58776655680 69 267 25758 13442768320 8606261170 1340329827938 5818 387804673809
368 14997057214701 42 32 27 62037154146 69 268 26012 75565451896 39181514758 1357118624154 5863 391499176583
369 15050950597704 42 32 27 62037154146 69 269 26210 53893383003 25408241331 1366798456640 5885 394743210099
370 15050950597704 42 33 27 62037154146 69 269 26210 102795087849 24370398681 1366798456640 5885 394743210099
371 15086538524826 42 33 27 62037154146 69 270 26442 35587927122 21753538252 1378412317227 5906 395563827794
372 15126708929731 42 33 27 62037154146 69 271 26522 40170404905 13770922012 1382994795010 5906 395563827794
373 15138504872899 42 33 27 62037154146 69 272 26590 11795943168 8114568261 1386996063874 5909 395835688522
374 15196948891943 42 33 27 62037154146 69 273 26822 58444019044 39559902562 1405269678013 5931 398832447371
375 15248085729573 43 33 26 60240586595 69 274 25642 51136837630 33893759509 1342034251067 5835 389087649430
376 15266657496523 43 33 26 60240586595 69 275 25807 18571766950 16563032529 1351820198940 5838 389088509059
377 15328271422693 43 33 26 61825540158 69 276 25898 61613926170 20502422570 1354990106066 5844 389621138342
378 15328272283885 43 33 27 61613926170 70 276 25899 861192 861192 1354990967258 5845 389621999534
379 15349810918665 43 33 27 61613926170 70 277 25960 21538634780 10494042834 1357957835088 5845 389621999534
380 15410047341652 43 33 27 61613926170 70 278 26248 60236422987 26484361680 1367984361034 5877 391507908813
381 15481591543741 43 33 27 61613926170 70 279 26491 71544202089 34164359164 1377491408977 5915 392562859319
382 15567552283684 43 33 27 61613926170 70 280 26619 85960739943 38720726032 1387886697024 5939 396347108918
383 15591422308035 43 33 27 61613926170 70 281 26792 23870024351 19590559356 1399960778207 5949 397350929804
384 15591422308035 43 34 27 61613926170 70 281 26792 79713879725 30402519428 1399960778207 5949 397350929804
385 15651118493981 43 34 27 61613926170 70 282 26988 59696185946 28236570638 1408520126523 5961 397887570480
386 15686804400917 44 34 26 60925174578 70 283 25719 35685906936 24840016303 1345447186701 5873 391088945773
387 15686804400917 44 35 26 60925174578 70 283 25719 86345577830 26928606305 1345447186701 5873 391088945773
388 15765282943648 44 35 26 60925174578 70 284 25758 78478542731 20457616486 1349002248588 5884 391836962068
389 15837552281188 44 35 26 63338277383 70 285 26062 72269337540 33564820855 1359657659958 5921 392806628215
390 15870581306459 44 35 26 63338277383 70 286 26377 33029025271 27640335962 1379243916909 5940 394139696201
391 15934116397756 44 35 26 64987611538 70 287 26580 63535091297 29002767818 1388885625203 5967 396253380290
392 15977479477322 44 35 26 64987611538 70 288 26767 43363079566 23751468997 1396562797833 5987 399717435665
393 16021242807076 44 35 26 64987611538 70 289 26927 43763329754 24756016877 1407297102316 5999 400231697495
394 16077190318495 45 35 25 63535091297 70 290 25208 55947511419 30663598163 1322059764464 5808 389790648658
395 16086858903615 45 35 26 61885757142 71 290 25415 9668585120 9668585120 1331728349584 5814 390121035894
396 16138236554346 45 35 26 61885757142 71 291 25610 51377650731 24956016998 1339742920749 5825 391030137037
397 16162268580960 45 35 26 61885757142 71 292 25752 24032026614 17926944445 1354106362243 5829 391047762764
398 16189918013041 45 35 26 61885757142 71 293 25825 27649432081 11861602824 1360217159544 5833 391298439825
399 16281272706501 45 35 26 61885757142 71 294 26072 91354693460 38308786488 1373168417977 5875 396111446688
400 16312100420703 45 35 26 61885757142 71 295 26181 30827714202 17077898543 1379964105565 5890 396221480557
401 16347346245168 45 35 26 61885757142 71 296 26357 35245824465 16643415623 1387560497949 5903 396666347927
402 16395262872241 45 35 26 61885757142 71 297 26626 47916627073 29893323342 1400231300557 5935 399059875820
403 16455814398139 46 35 25 63535091297 71 298 26590 60551525898 16379467138 1403075902703 5921 398963007028
404 16488968028430 47 35 24 62043308597 71 299 25026 33153630291 10006141268 1308643154724 5740 384181781193
405 16498067246874 47 35 25 60551525898 72 299 25163 9099218444 9099218444 1317742373168 5744 384466652809
406 16509366144139 47 35 26 60393974442 73 299 25385 11298897265 11298897265 1329041270433 5750 384739473056
407 16582022510996 47 35 26 62043308597 73 300 25707 72656366857 33943787946 1341461214303 5777 386287130563
408 16597841090613 47 35 26 62043308597 73 301 25784 15818579617 7178965908 1345980896655 5784 386703795714
409 16630597281409 47 35 26 62043308597 73 302 26043 32756190796 27797345892 1362918507834 5798 388988582283
410 16703497164782 47 35 26 63495828838 73 303 26169 72899883373 28719331854 1372283299910 5829 391309862143
411 16703497164782 47 36 26 63495828838 73 303 26169 91354693460 38308786488 1372283299910 5829 391309862143
412 16774001223117 47 36 26 68472095057 73 304 26353 70504058335 31778427754 1382235832347 5863 394366521416
413 16820818425840 47 36 26 68472095057 73 305 26668 46817202723 31351534773 1395899404779 5913 396201726017
414 16864461013459 47 36 26 68472095057 73 306 26888 43642587619 23973252519 1406785801602 5932 397406319030
415 16890328475207 49 36 24 71021335021 73 307 26849 25867461748 15275626766 1406182271737 5933 397411274701
416 16906813369834 50 36 23 71538611707 73 308 25585 16484894627 11626468844 1347127816141 5831 391428725361
417 16962530650157 50 36 23 71538611707 73 309 25859 55717280323 24554815045 1354928469391 5860 392762856820
418 16967062825097 50 36 24 71021335021 74 309 25898 4532174940 4532174940 1359460644331 5863 393012086053
419 17024941808061 50 36 24 71021335021 74 310 26087 57878982964 27820133148 1365961976564 5885 393552328511
420 17081390831895 50 36 24 71021335021 74 311 26298 56449023834 31012918347 1378768412779 5912 396341393776
421 17159769068291 50 36 24 71541406898 74 312 26624 78378236396 43447521291 1400697625341 5976 400542068660
422 17211358725067 51 36 23 71544202089 74 313 26624 51589656776 19864004877 1399604115302 5985 399378587854
423 17300712031854 51 36 23 71544202089 74 314 26712 89353306787 25897306062 1402611844259 6007 400101115987
